IdProj    FileName            Frame     Angle          Head                          Neck                          RightArm                      RightForeArm                  RightHand                     LeftArm                       LeftForeArm                   LeftHand                      RightUpLeg                    RightLeg                      RightFoot                     LeftUpLeg                     LeftLeg                       LeftFoot                      
15        bvhFiles\01_01.bvh  0         15             (-0.5, 7.6, 0.1)              (-0.2, 4.1, 0.1)              (-0.6, 5.5, -3.1)             (-0.6, 4.7, -8.2)             (-0.6, 4.2, -11.7)            (-0.5, 5.3, 3.4)              (-0.5, 4.6, 8.4)              (-0.5, 4.1, 11.8)             (0.8, -1.8, -1.3)             (0.8, -9.2, -1.2)             (0.8, -16.7, -1.0)            (0.8, -1.8, 1.4)              (0.8, -9.0, 1.2)              (0.8, -16.4, 1.1)             
16        bvhFiles\01_01.bvh  0         16             (-0.5, 7.6, 0.2)              (-0.2, 4.1, 0.1)              (-1.0, 5.5, -3.0)             (-1.5, 4.7, -8.1)             (-1.9, 4.2, -11.5)            (-0.2, 5.3, 3.5)              (0.3, 4.6, 8.4)               (0.7, 4.1, 11.8)              (0.7, -1.8, -1.4)             (0.7, -9.2, -1.3)             (0.7, -16.7, -1.1)            (1.0, -1.8, 1.3)              (1.0, -9.0, 1.1)              (1.0, -16.4, 1.0)             
17        bvhFiles\01_01.bvh  0         17             (-0.5, 7.6, 0.2)              (-0.2, 4.1, 0.1)              (-1.3, 5.5, -2.9)             (-2.3, 4.7, -7.9)             (-3.0, 4.2, -11.3)            (0.2, 5.3, 3.5)               (1.2, 4.6, 8.3)               (1.9, 4.1, 11.7)              (0.5, -1.8, -1.5)             (0.6, -9.2, -1.3)             (0.6, -16.7, -1.2)            (1.1, -1.8, 1.2)              (1.1, -9.0, 1.0)              (1.1, -16.4, 0.9)             
18        bvhFiles\01_01.bvh  0         18             (-0.5, 7.6, 0.3)              (-0.2, 4.1, 0.2)              (-1.6, 5.5, -2.7)             (-3.2, 4.7, -7.6)             (-4.2, 4.2, -10.9)            (0.5, 5.3, 3.4)               (2.1, 4.6, 8.1)               (3.1, 4.1, 11.4)              (0.4, -1.8, -1.5)             (0.4, -9.2, -1.4)             (0.5, -16.7, -1.3)            (1.2, -1.8, 1.0)              (1.2, -9.0, 0.9)              (1.1, -16.4, 0.8)             
19        bvhFiles\01_01.bvh  0         19             (-0.4, 7.6, 0.3)              (-0.2, 4.1, 0.2)              (-1.8, 5.5, -2.5)             (-3.9, 4.7, -7.3)             (-5.3, 4.2, -10.4)            (0.9, 5.3, 3.4)               (2.9, 4.6, 7.9)               (4.3, 4.1, 11.0)              (0.2, -1.8, -1.5)             (0.3, -9.2, -1.4)             (0.3, -16.7, -1.3)            (1.3, -1.8, 0.9)              (1.3, -9.0, 0.8)              (1.2, -16.4, 0.7)             
20        bvhFiles\01_01.bvh  0         20             (-0.4, 7.6, 0.4)              (-0.2, 4.1, 0.2)              (-2.1, 5.5, -2.3)             (-4.7, 4.7, -6.8)             (-6.4, 4.2, -9.8)             (1.2, 5.3, 3.3)               (3.7, 4.6, 7.5)               (5.4, 4.1, 10.5)              (0.1, -1.8, -1.6)             (0.1, -9.2, -1.4)             (0.2, -16.7, -1.3)            (1.4, -1.8, 0.8)              (1.3, -9.0, 0.7)              (1.3, -16.4, 0.5)             
21        bvhFiles\01_01.bvh  0         21             (-0.3, 7.6, 0.4)              (-0.1, 4.1, 0.2)              (-2.3, 5.5, -2.1)             (-5.4, 4.7, -6.3)             (-7.4, 4.2, -9.1)             (1.6, 5.3, 3.1)               (4.5, 4.6, 7.1)               (6.5, 4.1, 9.9)               (-0.1, -1.8, -1.5)            (0.0, -9.2, -1.4)             (0.1, -16.7, -1.3)            (1.5, -1.8, 0.6)              (1.4, -9.0, 0.5)              (1.3, -16.4, 0.4)             
22        bvhFiles\01_01.bvh  0         22             (-0.3, 7.6, 0.4)              (-0.1, 4.1, 0.2)              (-2.5, 5.5, -1.8)             (-6.0, 4.7, -5.7)             (-8.3, 4.2, -8.2)             (1.9, 5.3, 2.9)               (5.2, 4.6, 6.6)               (7.5, 4.1, 9.2)               (-0.2, -1.8, -1.5)            (-0.2, -9.2, -1.4)            (-0.1, -16.7, -1.3)           (1.5, -1.8, 0.5)              (1.5, -9.0, 0.4)              (1.4, -16.4, 0.3)             
23        bvhFiles\01_01.bvh  0         23             (-0.2, 7.6, 0.5)              (-0.1, 4.1, 0.2)              (-2.7, 5.5, -1.6)             (-6.6, 4.7, -5.0)             (-9.1, 4.2, -7.3)             (2.2, 5.3, 2.7)               (5.9, 4.6, 6.0)               (8.4, 4.1, 8.3)               (-0.4, -1.8, -1.5)            (-0.3, -9.2, -1.4)            (-0.2, -16.7, -1.3)           (1.6, -1.8, 0.3)              (1.5, -9.0, 0.2)              (1.4, -16.4, 0.1)             
24        bvhFiles\01_01.bvh  0         24             (-0.2, 7.6, 0.5)              (-0.1, 4.1, 0.2)              (-2.8, 5.5, -1.3)             (-7.0, 4.7, -4.3)             (-9.8, 4.2, -6.3)             (2.5, 5.3, 2.5)               (6.5, 4.6, 5.4)               (9.3, 4.1, 7.4)               (-0.6, -1.8, -1.4)            (-0.5, -9.2, -1.4)            (-0.4, -16.7, -1.3)           (1.6, -1.8, 0.1)              (1.5, -9.0, 0.0)              (1.4, -16.4, 0.0)             
25        bvhFiles\01_01.bvh  0         25             (-0.1, 7.6, 0.5)              (0.0, 4.1, 0.2)               (-3.0, 5.5, -1.0)             (-7.5, 4.7, -3.6)             (-10.4, 4.2, -5.3)            (2.7, 5.3, 2.2)               (7.0, 4.6, 4.7)               (10.0, 4.1, 6.4)              (-0.7, -1.8, -1.4)            (-0.6, -9.2, -1.3)            (-0.5, -16.7, -1.2)           (1.6, -1.8, 0.0)              (1.5, -9.0, -0.1)             (1.4, -16.4, -0.2)            
26        bvhFiles\01_01.bvh  0         26             (-0.1, 7.6, 0.5)              (0.0, 4.1, 0.3)               (-3.0, 5.5, -0.7)             (-7.8, 4.7, -2.8)             (-10.9, 4.2, -4.2)            (2.9, 5.3, 1.9)               (7.4, 4.6, 3.9)               (10.6, 4.1, 5.3)              (-0.9, -1.8, -1.3)            (-0.7, -9.2, -1.2)            (-0.6, -16.7, -1.2)           (1.6, -1.8, -0.2)             (1.5, -9.0, -0.3)             (1.4, -16.4, -0.3)            
27        bvhFiles\01_01.bvh  0         27             (0.0, 7.6, 0.5)               (0.0, 4.1, 0.3)               (-3.1, 5.5, -0.3)             (-8.0, 4.7, -1.9)             (-11.3, 4.2, -3.0)            (3.1, 5.3, 1.6)               (7.8, 4.6, 3.1)               (11.1, 4.1, 4.2)              (-1.0, -1.8, -1.2)            (-0.9, -9.2, -1.2)            (-0.7, -16.7, -1.1)           (1.6, -1.8, -0.4)             (1.4, -9.0, -0.4)             (1.3, -16.4, -0.5)            
28        bvhFiles\01_01.bvh  0         28             (0.0, 7.6, 0.5)               (0.0, 4.1, 0.2)               (-3.1, 5.5, 0.0)              (-8.2, 4.7, -1.1)             (-11.5, 4.2, -1.8)            (3.3, 5.3, 1.3)               (8.1, 4.6, 2.3)               (11.5, 4.1, 3.0)              (-1.1, -1.8, -1.1)            (-1.0, -9.2, -1.1)            (-0.8, -16.7, -1.0)           (1.5, -1.8, -0.5)             (1.4, -9.0, -0.6)             (1.3, -16.4, -0.6)            
29        bvhFiles\01_01.bvh  0         29             (0.1, 7.6, 0.5)               (0.1, 4.1, 0.2)               (-3.1, 5.5, 0.3)              (-8.3, 4.7, -0.2)             (-11.7, 4.2, -0.6)            (3.4, 5.3, 0.9)               (8.3, 4.6, 1.4)               (11.7, 4.1, 1.8)              (-1.2, -1.8, -1.0)            (-1.1, -9.2, -1.0)            (-1.0, -16.7, -0.9)           (1.4, -1.8, -0.7)             (1.3, -9.0, -0.7)             (1.2, -16.4, -0.7)            
30        bvhFiles\01_01.bvh  0         30             (0.1, 7.6, 0.5)               (0.1, 4.1, 0.2)               (-3.1, 5.5, 0.6)              (-8.2, 4.7, 0.6)              (-11.7, 4.2, 0.6)             (3.4, 5.3, 0.5)               (8.4, 4.6, 0.5)               (11.8, 4.1, 0.5)              (-1.3, -1.8, -0.8)            (-1.2, -9.2, -0.8)            (-1.0, -16.7, -0.8)           (1.4, -1.8, -0.8)             (1.2, -9.0, -0.8)             (1.1, -16.4, -0.8)            
31        bvhFiles\01_01.bvh  0         31             (0.2, 7.6, 0.5)               (0.1, 4.1, 0.2)               (-3.0, 5.5, 1.0)              (-8.1, 4.7, 1.5)              (-11.5, 4.2, 1.9)             (3.5, 5.3, 0.2)               (8.4, 4.6, -0.3)              (11.8, 4.1, -0.7)             (-1.4, -1.8, -0.7)            (-1.3, -9.2, -0.7)            (-1.1, -16.7, -0.7)           (1.3, -1.8, -1.0)             (1.1, -9.0, -1.0)             (1.0, -16.4, -1.0)            
32        bvhFiles\01_01.bvh  0         32             (0.2, 7.6, 0.5)               (0.1, 4.1, 0.2)               (-2.9, 5.5, 1.3)              (-7.9, 4.7, 2.3)              (-11.3, 4.2, 3.0)             (3.5, 5.3, -0.2)              (8.3, 4.6, -1.2)              (11.7, 4.1, -1.9)             (-1.5, -1.8, -0.5)            (-1.3, -9.2, -0.6)            (-1.2, -16.7, -0.6)           (1.2, -1.8, -1.1)             (1.0, -9.0, -1.1)             (0.9, -16.4, -1.1)            
33        bvhFiles\01_01.bvh  0         33             (0.3, 7.6, 0.5)               (0.2, 4.1, 0.2)               (-2.7, 5.5, 1.6)              (-7.6, 4.7, 3.2)              (-10.9, 4.2, 4.2)             (3.4, 5.3, -0.5)              (8.1, 4.6, -2.1)              (11.4, 4.1, -3.1)             (-1.5, -1.8, -0.4)            (-1.4, -9.2, -0.4)            (-1.3, -16.7, -0.5)           (1.0, -1.8, -1.2)             (0.9, -9.0, -1.2)             (0.8, -16.4, -1.1)            
34        bvhFiles\01_01.bvh  0         34             (0.3, 7.6, 0.4)               (0.2, 4.1, 0.2)               (-2.5, 5.5, 1.8)              (-7.3, 4.7, 3.9)              (-10.4, 4.2, 5.3)             (3.4, 5.3, -0.9)              (7.9, 4.6, -2.9)              (11.0, 4.1, -4.3)             (-1.5, -1.8, -0.2)            (-1.4, -9.2, -0.3)            (-1.3, -16.7, -0.3)           (0.9, -1.8, -1.3)             (0.8, -9.0, -1.3)             (0.7, -16.4, -1.2)            
35        bvhFiles\01_01.bvh  0         35             (0.4, 7.6, 0.4)               (0.2, 4.1, 0.2)               (-2.3, 5.5, 2.1)              (-6.8, 4.7, 4.7)              (-9.8, 4.2, 6.4)              (3.3, 5.3, -1.2)              (7.5, 4.6, -3.7)              (10.5, 4.1, -5.4)             (-1.6, -1.8, -0.1)            (-1.4, -9.2, -0.1)            (-1.3, -16.7, -0.2)           (0.8, -1.8, -1.4)             (0.7, -9.0, -1.3)             (0.5, -16.4, -1.3)            
36        bvhFiles\01_01.bvh  0         36             (0.4, 7.6, 0.3)               (0.2, 4.1, 0.1)               (-2.1, 5.5, 2.3)              (-6.3, 4.7, 5.4)              (-9.1, 4.2, 7.4)              (3.1, 5.3, -1.6)              (7.1, 4.6, -4.5)              (9.9, 4.1, -6.5)              (-1.5, -1.8, 0.1)             (-1.4, -9.2, 0.0)             (-1.3, -16.7, -0.1)           (0.6, -1.8, -1.5)             (0.5, -9.0, -1.4)             (0.4, -16.4, -1.3)            
37        bvhFiles\01_01.bvh  0         37             (0.4, 7.6, 0.3)               (0.2, 4.1, 0.1)               (-1.8, 5.5, 2.5)              (-5.7, 4.7, 6.0)              (-8.2, 4.2, 8.3)              (2.9, 5.3, -1.9)              (6.6, 4.6, -5.2)              (9.2, 4.1, -7.5)              (-1.5, -1.8, 0.2)             (-1.4, -9.2, 0.2)             (-1.3, -16.7, 0.1)            (0.5, -1.8, -1.5)             (0.4, -9.0, -1.5)             (0.3, -16.4, -1.4)            
38        bvhFiles\01_01.bvh  0         38             (0.5, 7.6, 0.2)               (0.2, 4.1, 0.1)               (-1.6, 5.5, 2.7)              (-5.0, 4.7, 6.6)              (-7.3, 4.2, 9.1)              (2.7, 5.3, -2.2)              (6.0, 4.6, -5.9)              (8.3, 4.1, -8.4)              (-1.5, -1.8, 0.4)             (-1.4, -9.2, 0.3)             (-1.3, -16.7, 0.2)            (0.3, -1.8, -1.6)             (0.2, -9.0, -1.5)             (0.1, -16.4, -1.4)            
39        bvhFiles\01_01.bvh  0         39             (0.5, 7.6, 0.2)               (0.2, 4.1, 0.1)               (-1.3, 5.5, 2.8)              (-4.3, 4.7, 7.0)              (-6.3, 4.2, 9.8)              (2.5, 5.3, -2.5)              (5.4, 4.6, -6.5)              (7.4, 4.1, -9.3)              (-1.4, -1.8, 0.6)             (-1.4, -9.2, 0.5)             (-1.3, -16.7, 0.4)            (0.1, -1.8, -1.6)             (0.0, -9.0, -1.5)             (0.0, -16.4, -1.4)            
40        bvhFiles\01_01.bvh  0         40             (0.5, 7.6, 0.1)               (0.2, 4.1, 0.0)               (-1.0, 5.5, 3.0)              (-3.6, 4.7, 7.5)              (-5.3, 4.2, 10.4)             (2.2, 5.3, -2.7)              (4.7, 4.6, -7.0)              (6.4, 4.1, -10.0)             (-1.4, -1.8, 0.7)             (-1.3, -9.2, 0.6)             (-1.2, -16.7, 0.5)            (0.0, -1.8, -1.6)             (-0.1, -9.0, -1.5)            (-0.2, -16.4, -1.4)           
41        bvhFiles\01_01.bvh  0         41             (0.5, 7.6, 0.1)               (0.3, 4.1, 0.0)               (-0.7, 5.5, 3.0)              (-2.8, 4.7, 7.8)              (-4.2, 4.2, 10.9)             (1.9, 5.3, -2.9)              (3.9, 4.6, -7.4)              (5.3, 4.1, -10.6)             (-1.3, -1.8, 0.9)             (-1.2, -9.2, 0.7)             (-1.2, -16.7, 0.6)            (-0.2, -1.8, -1.6)            (-0.3, -9.0, -1.5)            (-0.3, -16.4, -1.4)           
42        bvhFiles\01_01.bvh  0         42             (0.5, 7.6, 0.0)               (0.3, 4.1, 0.0)               (-0.3, 5.5, 3.1)              (-1.9, 4.7, 8.0)              (-3.0, 4.2, 11.3)             (1.6, 5.3, -3.1)              (3.1, 4.6, -7.8)              (4.2, 4.1, -11.1)             (-1.2, -1.8, 1.0)             (-1.2, -9.2, 0.9)             (-1.1, -16.7, 0.7)            (-0.4, -1.8, -1.6)            (-0.4, -9.0, -1.4)            (-0.5, -16.4, -1.3)           
43        bvhFiles\01_01.bvh  0         43             (0.5, 7.6, 0.0)               (0.2, 4.1, 0.0)               (0.0, 5.5, 3.1)               (-1.1, 4.7, 8.2)              (-1.8, 4.2, 11.5)             (1.3, 5.3, -3.3)              (2.3, 4.6, -8.1)              (3.0, 4.1, -11.5)             (-1.1, -1.8, 1.1)             (-1.1, -9.2, 1.0)             (-1.0, -16.7, 0.8)            (-0.5, -1.8, -1.5)            (-0.6, -9.0, -1.4)            (-0.6, -16.4, -1.3)           
44        bvhFiles\01_01.bvh  0         44             (0.5, 7.6, -0.1)              (0.2, 4.1, -0.1)              (0.3, 5.5, 3.1)               (-0.2, 4.7, 8.3)              (-0.6, 4.2, 11.7)             (0.9, 5.3, -3.4)              (1.4, 4.6, -8.3)              (1.8, 4.1, -11.7)             (-1.0, -1.8, 1.2)             (-1.0, -9.2, 1.1)             (-0.9, -16.7, 1.0)            (-0.7, -1.8, -1.4)            (-0.7, -9.0, -1.3)            (-0.7, -16.4, -1.2)           
45        bvhFiles\01_01.bvh  0         45             (0.5, 7.6, -0.1)              (0.2, 4.1, -0.1)              (0.6, 5.5, 3.1)               (0.6, 4.7, 8.2)               (0.6, 4.2, 11.7)              (0.5, 5.3, -3.4)              (0.5, 4.6, -8.4)              (0.5, 4.1, -11.8)             (-0.8, -1.8, 1.3)             (-0.8, -9.2, 1.2)             (-0.8, -16.7, 1.0)            (-0.8, -1.8, -1.4)            (-0.8, -9.0, -1.2)            (-0.8, -16.4, -1.1)           
46        bvhFiles\01_01.bvh  0         46             (0.5, 7.6, -0.2)              (0.2, 4.1, -0.1)              (1.0, 5.5, 3.0)               (1.5, 4.7, 8.1)               (1.9, 4.2, 11.5)              (0.2, 5.3, -3.5)              (-0.3, 4.6, -8.4)             (-0.7, 4.1, -11.8)            (-0.7, -1.8, 1.4)             (-0.7, -9.2, 1.3)             (-0.7, -16.7, 1.1)            (-1.0, -1.8, -1.3)            (-1.0, -9.0, -1.1)            (-1.0, -16.4, -1.0)           
47        bvhFiles\01_01.bvh  0         47             (0.5, 7.6, -0.2)              (0.2, 4.1, -0.1)              (1.3, 5.5, 2.9)               (2.3, 4.7, 7.9)               (3.0, 4.2, 11.3)              (-0.2, 5.3, -3.5)             (-1.2, 4.6, -8.3)             (-1.9, 4.1, -11.7)            (-0.5, -1.8, 1.5)             (-0.6, -9.2, 1.3)             (-0.6, -16.7, 1.2)            (-1.1, -1.8, -1.2)            (-1.1, -9.0, -1.0)            (-1.1, -16.4, -0.9)           
48        bvhFiles\01_01.bvh  0         48             (0.5, 7.6, -0.3)              (0.2, 4.1, -0.2)              (1.6, 5.5, 2.7)               (3.2, 4.7, 7.6)               (4.2, 4.2, 10.9)              (-0.5, 5.3, -3.4)             (-2.1, 4.6, -8.1)             (-3.1, 4.1, -11.4)            (-0.4, -1.8, 1.5)             (-0.4, -9.2, 1.4)             (-0.5, -16.7, 1.3)            (-1.2, -1.8, -1.0)            (-1.2, -9.0, -0.9)            (-1.1, -16.4, -0.8)           
49        bvhFiles\01_01.bvh  0         49             (0.4, 7.6, -0.3)              (0.2, 4.1, -0.2)              (1.8, 5.5, 2.5)               (3.9, 4.7, 7.3)               (5.3, 4.2, 10.4)              (-0.9, 5.3, -3.4)             (-2.9, 4.6, -7.9)             (-4.3, 4.1, -11.0)            (-0.2, -1.8, 1.5)             (-0.3, -9.2, 1.4)             (-0.3, -16.7, 1.3)            (-1.3, -1.8, -0.9)            (-1.3, -9.0, -0.8)            (-1.2, -16.4, -0.7)           
50        bvhFiles\01_01.bvh  0         50             (0.4, 7.6, -0.4)              (0.2, 4.1, -0.2)              (2.1, 5.5, 2.3)               (4.7, 4.7, 6.8)               (6.4, 4.2, 9.8)               (-1.2, 5.3, -3.3)             (-3.7, 4.6, -7.5)             (-5.4, 4.1, -10.5)            (-0.1, -1.8, 1.6)             (-0.1, -9.2, 1.4)             (-0.2, -16.7, 1.3)            (-1.4, -1.8, -0.8)            (-1.3, -9.0, -0.7)            (-1.3, -16.4, -0.5)           
51        bvhFiles\01_01.bvh  0         51             (0.3, 7.6, -0.4)              (0.1, 4.1, -0.2)              (2.3, 5.5, 2.1)               (5.4, 4.7, 6.3)               (7.4, 4.2, 9.1)               (-1.6, 5.3, -3.1)             (-4.5, 4.6, -7.1)             (-6.5, 4.1, -9.9)             (0.1, -1.8, 1.5)              (0.0, -9.2, 1.4)              (-0.1, -16.7, 1.3)            (-1.5, -1.8, -0.6)            (-1.4, -9.0, -0.5)            (-1.3, -16.4, -0.4)           
52        bvhFiles\01_01.bvh  0         52             (0.3, 7.6, -0.4)              (0.1, 4.1, -0.2)              (2.5, 5.5, 1.8)               (6.0, 4.7, 5.7)               (8.3, 4.2, 8.2)               (-1.9, 5.3, -2.9)             (-5.2, 4.6, -6.6)             (-7.5, 4.1, -9.2)             (0.2, -1.8, 1.5)              (0.2, -9.2, 1.4)              (0.1, -16.7, 1.3)             (-1.5, -1.8, -0.5)            (-1.5, -9.0, -0.4)            (-1.4, -16.4, -0.3)           
53        bvhFiles\01_01.bvh  0         53             (0.2, 7.6, -0.5)              (0.1, 4.1, -0.2)              (2.7, 5.5, 1.6)               (6.6, 4.7, 5.0)               (9.1, 4.2, 7.3)               (-2.2, 5.3, -2.7)             (-5.9, 4.6, -6.0)             (-8.4, 4.1, -8.3)             (0.4, -1.8, 1.5)              (0.3, -9.2, 1.4)              (0.2, -16.7, 1.3)             (-1.6, -1.8, -0.3)            (-1.5, -9.0, -0.2)            (-1.4, -16.4, -0.1)           
